@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
80,'2018/01/18 19:42:00:547',1,0.051883,0.089495,0.088804,0.035684,0.006562,0.00662,0.004565,0.006964,0.00936,0.003859,0.006291,0.002919,0.005177,0.004395,0.004388,0.00198,0.002339,0.001836,0.00089,0.000946,0.000653,0.000468,0.000283,0.000206,0.000087,?
81,'2018/01/18 19:42:00:560',1,0.097339,0.070377,0.100747,0.035157,0.00829,0.005369,0.004303,0.007245,0.009373,0.00493,0.005871,0.004096,0.004843,0.004403,0.003183,0.001932,0.00195,0.001463,0.000755,0.000832,0.0006,0.000445,0.000275,0.000188,0.000086,?
82,'2018/01/18 19:42:00:570',1,0.086625,0.151532,0.0641,0.033685,0.016937,0.004944,0.003326,0.005738,0.006537,0.007131,0.004973,0.003884,0.003801,0.00291,0.00411,0.002076,0.002308,0.001968,0.001246,0.00094,0.000664,0.000489,0.000324,0.000193,0.000084,?
83,'2018/01/18 19:42:00:581',1,0.064669,0.211268,0.126975,0.030009,0.011883,0.00377,0.004588,0.002575,0.007896,0.006351,0.003629,0.003771,0.003884,0.004461,0.003987,0.00265,0.00191,0.002073,0.001788,0.001294,0.000823,0.0005,0.000328,0.000181,0.000083,?
84,'2018/01/18 19:42:00:593',1,0.145466,0.245242,0.125368,0.044792,0.01738,0.004938,0.01113,0.006419,0.004858,0.005476,0.003755,0.003981,0.003607,0.003797,0.003439,0.002027,0.001576,0.001429,0.001328,0.001138,0.00067,0.000483,0.000299,0.00018,0.000081,?
85,'2018/01/18 19:42:00:605',1,0.113644,0.129311,0.067395,0.047479,0.011583,0.007108,0.007222,0.007798,0.004197,0.007131,0.003841,0.004532,0.003262,0.003808,0.003687,0.001997,0.001804,0.001733,0.001141,0.000922,0.00057,0.000404,0.000262,0.000164,0.000086,?
86,'2018/01/18 19:42:00:616',1,0.049522,0.135322,0.079015,0.056938,0.012915,0.010478,0.006603,0.005194,0.004361,0.005877,0.00302,0.003714,0.003487,0.004047,0.003583,0.001829,0.001575,0.001331,0.001101,0.0007,0.000634,0.000445,0.000277,0.000169,0.000092,?
87,'2018/01/18 19:42:00:628',1,0.068093,0.109205,0.085743,0.048385,0.013449,0.008144,0.006829,0.005284,0.006338,0.006263,0.006449,0.004228,0.003033,0.003722,0.003314,0.002217,0.001976,0.001144,0.001032,0.000767,0.00059,0.000494,0.000252,0.000181,0.000102,?
88,'2018/01/18 19:42:00:639',1,0.105071,0.18534,0.09806,0.058915,0.011266,0.00588,0.006863,0.004955,0.010286,0.005452,0.004166,0.006541,0.004663,0.003119,0.003007,0.001992,0.00168,0.000876,0.001369,0.000955,0.000532,0.000426,0.000213,0.000173,0.000078,?
89,'2018/01/18 19:42:00:651',1,0.113855,0.237967,0.064428,0.061439,0.012892,0.004626,0.003796,0.004349,0.009005,0.003971,0.004591,0.006534,0.003991,0.004111,0.003185,0.001952,0.001479,0.001094,0.001148,0.000892,0.000653,0.00043,0.000223,0.000182,0.000077,?
90,'2018/01/18 19:42:00:663',1,0.078025,0.175392,0.115082,0.033126,0.020373,0.005739,0.004273,0.00544,0.008209,0.004403,0.003941,0.005468,0.002654,0.003583,0.002713,0.001846,0.002569,0.001264,0.00115,0.000822,0.00067,0.000409,0.000271,0.000189,0.000073,?
91,'2018/01/18 19:42:00:678',1,0.057565,0.136988,0.06892,0.023168,0.013109,0.005048,0.004607,0.008309,0.005442,0.004179,0.004089,0.005226,0.003429,0.003692,0.003308,0.002922,0.002862,0.001281,0.001527,0.000921,0.000619,0.000454,0.000303,0.000192,0.000082,?
92,'2018/01/18 19:42:00:686',1,0.076705,0.248858,0.089188,0.044777,0.008503,0.003294,0.00478,0.0057,0.004823,0.006811,0.004916,0.00499,0.003601,0.003647,0.00323,0.003609,0.002647,0.001537,0.001294,0.000946,0.000643,0.000412,0.000268,0.000201,0.000088,?
93,'2018/01/18 19:42:00:698',1,0.064721,0.207762,0.101982,0.022191,0.010823,0.005324,0.00555,0.004527,0.007639,0.004967,0.005245,0.007517,0.005897,0.004646,0.003352,0.002979,0.005268,0.002521,0.001378,0.001352,0.000786,0.000477,0.000288,0.00019,0.000095,?
94,'2018/01/18 19:42:00:712',1,0.12238,0.169944,0.089662,0.019051,0.014153,0.005141,0.004563,0.004389,0.00848,0.003873,0.005998,0.007011,0.00538,0.004293,0.003362,0.002919,0.006885,0.003023,0.001563,0.001806,0.000826,0.000536,0.00035,0.000201,0.000121,?
95,'2018/01/18 19:42:00:721',1,0.108199,0.260791,0.08526,0.028803,0.011457,0.005534,0.005677,0.009611,0.009089,0.006515,0.007757,0.009616,0.005885,0.003582,0.004031,0.005601,0.004962,0.002565,0.002141,0.001731,0.000869,0.000534,0.000348,0.000237,0.000131,?
96,'2018/01/18 19:42:00:732',1,0.093954,0.131887,0.08843,0.035167,0.008409,0.005436,0.003341,0.009678,0.00762,0.003041,0.006965,0.009168,0.006485,0.004554,0.004273,0.011061,0.007008,0.003173,0.00246,0.001663,0.00105,0.000569,0.000455,0.000264,0.000137,?
97,'2018/01/18 19:42:00:745',1,0.055569,0.187265,0.07439,0.02717,0.008189,0.003989,0.0051,0.006572,0.007862,0.006393,0.007191,0.00946,0.006204,0.004569,0.004597,0.014597,0.011416,0.003643,0.002741,0.002411,0.001155,0.000662,0.000469,0.000244,0.000142,?
98,'2018/01/18 19:42:00:756',1,0.093122,0.287127,0.073331,0.035365,0.016284,0.00331,0.006324,0.006191,0.010209,0.009253,0.006421,0.006855,0.007049,0.004515,0.003399,0.008371,0.010643,0.003393,0.001694,0.001327,0.001023,0.000624,0.000459,0.000234,0.000133,?
99,'2018/01/18 19:42:00:767',1,0.082704,0.359655,0.061248,0.041196,0.019401,0.002597,0.006417,0.005014,0.008103,0.007151,0.006551,0.008516,0.005286,0.002995,0.003174,0.004927,0.004347,0.002369,0.001297,0.001085,0.000761,0.000479,0.000473,0.000205,0.000107,?
100,'2018/01/18 19:42:00:779',1,0.148667,0.27118,0.074589,0.051502,0.017735,0.002544,0.006876,0.004615,0.008437,0.006589,0.009125,0.00593,0.004686,0.002289,0.002725,0.00401,0.003914,0.001809,0.001339,0.001251,0.000751,0.000514,0.00039,0.000179,0.000095,?
101,'2018/01/18 19:42:00:795',1,0.08794,0.161855,0.054553,0.044656,0.013782,0.004962,0.004532,0.002391,0.009861,0.004921,0.005465,0.006558,0.003292,0.002279,0.00287,0.002289,0.003513,0.001483,0.001248,0.001154,0.000661,0.000439,0.000343,0.000183,0.000089,?
102,'2018/01/18 19:42:00:811',1,0.09401,0.150408,0.056531,0.026329,0.006921,0.004666,0.005178,0.004939,0.010972,0.004463,0.003014,0.007957,0.004669,0.004718,0.002565,0.002072,0.002019,0.001652,0.001205,0.001011,0.000552,0.000317,0.000289,0.000179,0.000082,?
103,'2018/01/18 19:42:00:814',1,0.080375,0.075487,0.048333,0.033785,0.013433,0.006076,0.00501,0.003744,0.008791,0.005745,0.005622,0.007087,0.004584,0.003587,0.003015,0.002015,0.001742,0.001395,0.001569,0.001066,0.000719,0.000423,0.000295,0.000169,0.000071,?
104,'2018/01/18 19:42:00:826',1,0.0648,0.128127,0.056502,0.026591,0.011222,0.006058,0.003516,0.003462,0.008564,0.005573,0.005169,0.004959,0.00479,0.002446,0.003488,0.002347,0.002276,0.001418,0.001124,0.000946,0.000625,0.000473,0.000275,0.000165,0.000076,?
105,'2018/01/18 19:42:00:837',1,0.040749,0.233791,0.062315,0.017197,0.005508,0.004653,0.003905,0.00727,0.008611,0.006854,0.00469,0.008263,0.004676,0.003934,0.002419,0.002285,0.001879,0.001198,0.00106,0.00071,0.000704,0.000428,0.000279,0.000179,0.000078,?
106,'2018/01/18 19:42:00:848',1,0.025778,0.335146,0.067702,0.022591,0.00791,0.004944,0.007317,0.00576,0.0082,0.004986,0.004316,0.007532,0.005719,0.005,0.002797,0.001665,0.001323,0.000892,0.00105,0.000693,0.000554,0.000352,0.000242,0.000169,0.000071,?
107,'2018/01/18 19:42:00:863',1,0.083125,0.285249,0.074404,0.029493,0.010716,0.005714,0.005161,0.004379,0.008018,0.004171,0.003677,0.004943,0.003524,0.002934,0.002154,0.002233,0.001145,0.000888,0.000797,0.000601,0.00047,0.000361,0.000226,0.000152,0.000071,?
108,'2018/01/18 19:42:00:872',1,0.067278,0.238799,0.063766,0.03853,0.011779,0.007416,0.006682,0.005057,0.006986,0.004364,0.003391,0.004132,0.005507,0.003327,0.003529,0.001841,0.00108,0.001084,0.000851,0.000611,0.000477,0.000362,0.000253,0.00014,0.000067,?
109,'2018/01/18 19:42:00:883',1,0.082926,0.324831,0.047816,0.031577,0.013789,0.005029,0.006487,0.006273,0.010971,0.023695,0.020664,0.050702,0.045739,0.046254,0.03932,0.06347,0.020794,0.056462,0.133932,0.055085,0.109641,0.066626,0.018068,0.002787,0.002576,?
110,'2018/01/18 19:42:00:895',1,0.052173,0.29071,0.060368,0.036336,0.017871,0.020751,0.07084,0.090053,0.182363,0.466596,0.311389,0.711695,0.730363,0.574873,0.368566,0.644852,0.175147,0.374067,1,0.341443,0.603513,0.32182,0.084878,0.014912,0.016556,?
111,'2018/01/18 19:42:00:906',1,0.070471,0.150502,0.088881,0.057165,0.033046,0.044662,0.134771,0.115599,0.348382,0.750133,0.483624,0.978412,1,0.755096,0.410134,0.817241,0.259011,0.403289,1,0.338697,0.448336,0.200043,0.070043,0.014531,0.016019,?
112,'2018/01/18 19:42:00:918',1,0.094524,0.182102,0.138662,0.048447,0.028992,0.031666,0.048217,0.057118,0.154315,0.175305,0.147421,0.299555,0.337714,0.26273,0.120049,0.168303,0.101135,0.126936,0.294273,0.122454,0.127561,0.068677,0.038357,0.009415,0.00685,?
113,'2018/01/18 19:42:00:930',1,0.140512,0.308324,0.061225,0.024799,0.020849,0.01441,0.011069,0.042664,0.090473,0.08495,0.076073,0.186745,0.140409,0.161446,0.12038,0.106443,0.072053,0.123514,0.285095,0.114245,0.128472,0.072801,0.035442,0.008688,0.004591,?
114,'2018/01/18 19:42:00:944',1,0.069949,0.327584,0.078982,0.026209,0.014653,0.021355,0.022771,0.024466,0.069832,0.106701,0.069696,0.124195,0.143608,0.120004,0.087691,0.139169,0.097666,0.129798,0.252756,0.151919,0.140079,0.092541,0.037642,0.007211,0.00496,?
115,'2018/01/18 19:42:00:953',1,0.067138,0.252788,0.14248,0.060894,0.021664,0.025263,0.033093,0.02187,0.086838,0.097348,0.09221,0.122934,0.204599,0.173126,0.107711,0.095298,0.085481,0.122332,0.246984,0.160453,0.156771,0.102989,0.048306,0.008151,0.003708,?
116,'2018/01/18 19:42:00:965',1,0.053888,0.171564,0.106855,0.062796,0.03476,0.020022,0.048971,0.04169,0.102314,0.125286,0.077854,0.110945,0.225321,0.177006,0.106491,0.177152,0.112521,0.13821,0.240795,0.185403,0.1502,0.138424,0.045087,0.008132,0.003159,?
117,'2018/01/18 19:42:00:978',1,0.093694,0.19584,0.12824,0.035864,0.036885,0.030244,0.078236,0.051435,0.051923,0.124563,0.097078,0.063693,0.16034,0.171878,0.135888,0.210761,0.100736,0.145521,0.261246,0.152603,0.169034,0.131034,0.053523,0.006914,0.003427,?
118,'2018/01/18 19:42:00:994',1,0.094443,0.218211,0.098567,0.046043,0.039558,0.037763,0.039725,0.025729,0.041831,0.115343,0.070893,0.08261,0.194288,0.1886,0.150366,0.245396,0.148563,0.155862,0.30134,0.11354,0.18053,0.174382,0.048069,0.009019,0.00322,?
119,'2018/01/18 19:42:00:999',1,0.121027,0.304614,0.082763,0.05393,0.060618,0.070666,0.055487,0.020228,0.041067,0.097672,0.089826,0.075822,0.301087,0.140716,0.10663,0.425551,0.186329,0.189114,0.412629,0.136012,0.164766,0.135585,0.040515,0.009579,0.003535,?
120,'2018/01/18 19:42:01:011',1,0.19045,0.208621,0.098647,0.044266,0.052604,0.043463,0.055805,0.018367,0.038901,0.065188,0.057986,0.1433,0.260546,0.153883,0.144479,0.380719,0.228487,0.236271,0.489591,0.183224,0.191619,0.132675,0.03947,0.009656,0.004023,?
121,'2018/01/18 19:42:01:026',1,0.09765,0.430079,0.100646,0.05864,0.055066,0.039,0.049831,0.03285,0.080849,0.0636,0.057805,0.126395,0.336877,0.144432,0.160411,0.245531,0.336021,0.188733,0.448869,0.197715,0.219051,0.120022,0.043333,0.010419,0.004145,?
122,'2018/01/18 19:42:01:034',1,0.078349,0.407384,0.109409,0.058135,0.033443,0.032081,0.048115,0.023746,0.079473,0.118222,0.067071,0.0929,0.330525,0.127475,0.153662,0.308671,0.456909,0.214646,0.493026,0.208031,0.202728,0.115939,0.045304,0.009206,0.003848,?
123,'2018/01/18 19:42:01:048',1,0.027765,0.429189,0.146842,0.038345,0.03825,0.035559,0.038196,0.027759,0.060757,0.071248,0.129271,0.122314,0.289326,0.201253,0.155558,0.364301,0.332524,0.278014,0.579488,0.238392,0.240753,0.127586,0.044164,0.00923,0.00367,?
124,'2018/01/18 19:42:01:059',1,0.053209,0.351823,0.096568,0.058564,0.027386,0.045159,0.04112,0.046728,0.037782,0.0776,0.091677,0.102658,0.378165,0.219618,0.121287,0.52529,0.297804,0.309682,0.513484,0.217465,0.232053,0.147974,0.050977,0.007706,0.003255,?
125,'2018/01/18 19:42:01:069',1,0.054272,0.33566,0.085842,0.041515,0.028951,0.04344,0.058419,0.055883,0.043656,0.124907,0.075555,0.096724,0.351117,0.162347,0.187758,0.519627,0.302172,0.230135,0.631427,0.284496,0.210257,0.154213,0.054892,0.008642,0.002505,?
126,'2018/01/18 19:42:01:081',1,0.181409,0.279497,0.104242,0.053229,0.079621,0.080187,0.048681,0.028373,0.06907,0.138012,0.097291,0.185941,0.311868,0.199302,0.165489,0.630275,0.315169,0.276539,0.596526,0.309248,0.225466,0.124656,0.053681,0.008901,0.002156,?
127,'2018/01/18 19:42:01:092',1,0.211492,0.243567,0.140055,0.073741,0.092276,0.042627,0.035018,0.021556,0.07413,0.111305,0.087007,0.147473,0.358129,0.251687,0.134248,0.430997,0.50019,0.382792,0.694819,0.299681,0.258116,0.102232,0.05864,0.007688,0.001895,?
128,'2018/01/18 19:42:01:112',1,0.069519,0.313118,0.114311,0.093641,0.047208,0.023277,0.018581,0.025431,0.08387,0.120416,0.072434,0.147143,0.340792,0.215223,0.126932,0.642633,0.518148,0.335564,0.863828,0.45969,0.247667,0.109352,0.052083,0.008529,0.001721,?
129,'2018/01/18 19:42:01:116',1,0.071548,0.362911,0.072484,0.054647,0.048444,0.033405,0.033259,0.023885,0.075866,0.134484,0.066144,0.094486,0.391334,0.261612,0.202884,0.836638,0.430631,0.38849,0.786506,0.353757,0.236594,0.110658,0.048139,0.00819,0.002322,?
130,'2018/01/18 19:42:01:128',1,0.06339,0.234545,0.126065,0.050914,0.037931,0.022598,0.086739,0.036856,0.039153,0.113655,0.06103,0.108376,0.323251,0.299767,0.265965,0.487799,0.431641,0.394568,0.731385,0.32503,0.258362,0.111123,0.04483,0.007637,0.001752,?
131,'2018/01/18 19:42:01:144',1,0.090343,0.147873,0.084504,0.05774,0.024471,0.017384,0.051141,0.02463,0.069513,0.120147,0.111882,0.166712,0.338944,0.246932,0.157666,0.755428,0.425508,0.394879,0.780067,0.339411,0.235109,0.117755,0.043127,0.007033,0.001586,?
132,'2018/01/18 19:42:01:150',1,0.146429,0.237446,0.094052,0.040168,0.027159,0.036761,0.039665,0.030742,0.084241,0.117116,0.110461,0.11705,0.370722,0.250361,0.226913,0.859839,0.446708,0.379007,1,0.317279,0.211221,0.109384,0.041747,0.006168,0.00143,?
133,'2018/01/18 19:42:01:164',1,0.118148,0.295115,0.052719,0.029226,0.036624,0.033929,0.056825,0.020405,0.060196,0.083595,0.087782,0.115948,0.378158,0.251356,0.146975,0.567639,0.389814,0.47647,1,0.270712,0.230162,0.119369,0.040162,0.006193,0.001121,?
134,'2018/01/18 19:42:01:174',1,0.056278,0.198538,0.096909,0.053736,0.032215,0.034766,0.040152,0.028335,0.044069,0.088745,0.069926,0.111805,0.422414,0.254052,0.215404,0.742196,0.363011,0.415745,0.999535,0.308558,0.26199,0.123055,0.043431,0.004439,0.0006,?
135,'2018/01/18 19:42:01:185',1,0.080359,0.364104,0.102218,0.064659,0.018983,0.01862,0.038121,0.023785,0.050926,0.079012,0.064547,0.115718,0.244118,0.215315,0.264813,0.635455,0.38337,0.389977,1,0.406196,0.220931,0.130915,0.047855,0.004972,0.000519,?
136,'2018/01/18 19:42:01:197',1,0.103473,0.35024,0.107051,0.05234,0.033027,0.014482,0.02776,0.024126,0.039494,0.045954,0.077325,0.112922,0.280227,0.22864,0.221938,0.540083,0.409453,0.386929,0.955601,0.32556,0.219735,0.118631,0.044356,0.004243,0.000462,?
137,'2018/01/18 19:42:01:208',1,0.107152,0.261431,0.099099,0.066423,0.033715,0.028036,0.03028,0.030423,0.060825,0.06126,0.117658,0.115618,0.410784,0.230966,0.199803,0.676724,0.287174,0.407068,0.907429,0.290947,0.277208,0.140974,0.042849,0.002881,0.000512,?
138,'2018/01/18 19:42:01:220',1,0.114791,0.451176,0.09431,0.062588,0.030491,0.049167,0.043313,0.049747,0.067935,0.056142,0.104439,0.092223,0.468979,0.206134,0.206395,0.901228,0.401086,0.351028,0.769743,0.316538,0.297536,0.121272,0.046222,0.002175,0.00038,?
139,'2018/01/18 19:42:01:232',1,0.098053,0.336809,0.127714,0.045783,0.022806,0.044899,0.052051,0.035016,0.067257,0.032847,0.115903,0.088475,0.400747,0.315005,0.313179,0.767209,0.381156,0.322306,0.841779,0.390672,0.239629,0.108369,0.049608,0.002469,0.000494,?
140,'2018/01/18 19:42:01:243',1,0.07962,0.422115,0.072165,0.027134,0.04675,0.04606,0.138689,0.063099,0.063781,0.024387,0.101942,0.076201,0.298538,0.384272,0.319106,0.723387,0.433699,0.363161,0.839716,0.33571,0.269995,0.108145,0.043549,0.002132,0.000525,?
141,'2018/01/18 19:42:01:255',1,0.140648,0.424149,0.097715,0.039704,0.057402,0.024688,0.098787,0.056392,0.046925,0.03389,0.107519,0.091143,0.364437,0.240478,0.216636,0.626189,0.422735,0.300375,1,0.335805,0.363542,0.114153,0.038101,0.002071,0.000515,?
142,'2018/01/18 19:42:01:266',1,0.075039,0.309759,0.083615,0.040439,0.034477,0.027302,0.056321,0.029997,0.029334,0.063498,0.104022,0.123796,0.43893,0.233895,0.259747,0.513001,0.317588,0.318442,0.957613,0.39458,0.345693,0.104811,0.037788,0.00348,0.000464,?
143,'2018/01/18 19:42:01:278',1,0.123212,0.502512,0.118219,0.052859,0.016498,0.022971,0.031115,0.01359,0.021425,0.054033,0.069083,0.098074,0.50924,0.216382,0.279955,0.698967,0.354101,0.440819,0.860665,0.464922,0.313906,0.111838,0.042408,0.008803,0.005033,?
144,'2018/01/18 19:42:01:296',1,0.11046,0.332002,0.114029,0.06194,0.062081,0.029812,0.031354,0.014228,0.01938,0.038455,0.070648,0.111301,0.56039,0.17313,0.264585,0.674036,0.537931,0.455822,0.878017,0.445785,0.420174,0.096703,0.059994,0.054135,0.034318,?
145,'2018/01/18 19:42:01:301',1,0.108308,0.135224,0.108924,0.085225,0.072497,0.046492,0.055452,0.022627,0.021263,0.024799,0.112939,0.118589,0.625158,0.242747,0.250466,1,0.545934,0.415137,1,0.380835,0.375598,0.10274,0.050777,0.040645,0.025448,?
146,'2018/01/18 19:42:01:313',1,0.134894,0.157754,0.131439,0.093367,0.051271,0.031084,0.047568,0.0228,0.019711,0.037545,0.110226,0.141539,0.486544,0.232767,0.262331,0.720667,0.436818,0.436808,1,0.382652,0.298459,0.115008,0.045411,0.006433,0.003081,?
147,'2018/01/18 19:42:01:328',1,0.118258,0.286212,0.074447,0.039553,0.033228,0.020504,0.021945,0.01375,0.019628,0.026726,0.059728,0.087239,0.529157,0.193657,0.404747,0.538694,0.410336,0.355787,1,0.351605,0.421497,0.104203,0.042536,0.005381,0.002144,?
148,'2018/01/18 19:42:01:336',1,0.051209,0.289905,0.063126,0.052206,0.045966,0.018227,0.02307,0.017293,0.02855,0.020464,0.08694,0.090132,0.681043,0.231697,0.411239,0.737012,0.437999,0.384701,1,0.301845,0.393457,0.128455,0.042235,0.004307,0.001937,?
149,'2018/01/18 19:42:01:348',1,0.035839,0.124347,0.076661,0.054003,0.037724,0.012209,0.026261,0.0139,0.025464,0.021762,0.086877,0.161852,0.594307,0.230488,0.268454,0.829998,0.375886,0.375035,1,0.366534,0.329528,0.107728,0.038672,0.004267,0.001382,?
150,'2018/01/18 19:42:01:359',1,0.091036,0.174382,0.110292,0.062468,0.015835,0.006544,0.029348,0.009687,0.028017,0.037507,0.05542,0.184095,0.404312,0.203741,0.3522,0.792495,0.385156,0.306287,0.959426,0.372868,0.330121,0.103737,0.040438,0.002427,0.000757,?
151,'2018/01/18 19:42:01:371',1,0.096867,0.271068,0.084291,0.030761,0.019983,0.00953,0.029973,0.00989,0.028103,0.046263,0.055297,0.11499,0.586195,0.191142,0.255682,0.836716,0.320417,0.369137,1,0.336803,0.392153,0.102698,0.043232,0.001903,0.000573,?
152,'2018/01/18 19:42:01:382',1,0.080353,0.284508,0.103624,0.041574,0.040423,0.013824,0.029086,0.012645,0.017139,0.030888,0.042496,0.099189,0.277683,0.218581,0.205778,0.76564,0.350406,0.397966,0.925983,0.377151,0.414991,0.110763,0.041131,0.00177,0.000418,?
153,'2018/01/18 19:42:01:394',1,0.070931,0.222898,0.082099,0.03607,0.03256,0.015972,0.021893,0.01249,0.013542,0.025403,0.078599,0.113417,0.305277,0.284635,0.230628,0.59835,0.572707,0.466974,1,0.351166,0.393473,0.12289,0.037545,0.001573,0.000352,?
154,'2018/01/18 19:42:01:406',1,0.155334,0.232504,0.067761,0.041651,0.035795,0.018974,0.014146,0.015573,0.025914,0.023611,0.055025,0.108344,0.403638,0.326246,0.168243,0.69312,0.311374,0.430749,0.895486,0.306495,0.383885,0.124255,0.043529,0.001239,0.000323,?
155,'2018/01/18 19:42:01:417',1,0.120635,0.152758,0.053777,0.025223,0.041327,0.020526,0.023204,0.011578,0.027341,0.025417,0.055338,0.089294,0.294738,0.229882,0.223214,0.516101,0.320031,0.288973,0.841767,0.351451,0.325218,0.15425,0.041134,0.001632,0.000292,?
156,'2018/01/18 19:42:01:429',1,0.059017,0.24868,0.091348,0.054071,0.035318,0.019275,0.035247,0.01186,0.028728,0.02381,0.05204,0.090999,0.258154,0.237123,0.225185,0.519165,0.408744,0.347698,1,0.35462,0.311937,0.149686,0.041645,0.001206,0.000239,?
157,'2018/01/18 19:42:01:441',1,0.152219,0.259181,0.089924,0.072481,0.044061,0.021482,0.035154,0.010333,0.034778,0.022435,0.045082,0.094358,0.2362,0.25727,0.19551,0.632968,0.333248,0.302082,0.96799,0.369746,0.378718,0.13425,0.036789,0.001339,0.000206,?
158,'2018/01/18 19:42:01:452',1,0.142159,0.201692,0.0561,0.052444,0.057196,0.018023,0.033322,0.009927,0.056172,0.021119,0.061204,0.111216,0.388027,0.197372,0.199314,0.568482,0.291388,0.297943,0.664938,0.331362,0.304929,0.116632,0.039775,0.00114,0.00018,?
159,'2018/01/18 19:42:01:464',1,0.131983,0.232526,0.069175,0.031127,0.034687,0.037354,0.060364,0.016581,0.056177,0.021803,0.051424,0.101102,0.323606,0.285563,0.254774,0.512327,0.285417,0.300886,0.641441,0.332598,0.311943,0.116682,0.037155,0.000751,0.000189,?
160,'2018/01/18 19:42:01:475',1,0.206584,0.177898,0.084585,0.069286,0.023777,0.052568,0.053615,0.020826,0.035896,0.022561,0.04397,0.08797,0.314968,0.328513,0.203973,0.517703,0.234162,0.269535,0.822365,0.305592,0.320259,0.098273,0.035716,0.001247,0.000356,?
161,'2018/01/18 19:42:01:487',1,0.206249,0.258176,0.080299,0.06107,0.026362,0.025473,0.035725,0.014338,0.033783,0.02344,0.034697,0.049585,0.236616,0.299177,0.176236,0.307614,0.276228,0.330359,0.895083,0.3279,0.388222,0.106146,0.049754,0.03061,0.019729,?
162,'2018/01/18 19:42:01:499',1,0.150966,0.274224,0.092003,0.080186,0.036851,0.018038,0.02373,0.023535,0.036574,0.018052,0.051946,0.050181,0.27325,0.27189,0.210038,0.405735,0.362273,0.359377,0.826978,0.378376,0.304262,0.120934,0.095162,0.077617,0.050864,?
163,'2018/01/18 19:42:01:513',1,0.117342,0.222847,0.127241,0.089646,0.030402,0.013334,0.011419,0.018916,0.029773,0.029132,0.027814,0.087354,0.276485,0.219956,0.344418,0.545757,0.344943,0.332579,0.805079,0.370296,0.324408,0.111142,0.042831,0.024763,0.016244,?
164,'2018/01/18 19:42:01:522',1,0.09145,0.229061,0.101195,0.067578,0.033462,0.006871,0.015273,0.011159,0.019682,0.026389,0.034962,0.090763,0.199832,0.203342,0.248744,0.354612,0.254586,0.379349,0.856129,0.318558,0.316199,0.164483,0.03358,0.00499,0.003364,?
165,'2018/01/18 19:42:01:533',1,0.104719,0.126764,0.097061,0.084275,0.027063,0.006705,0.014175,0.012239,0.015116,0.026059,0.060628,0.063474,0.283617,0.260712,0.179317,0.413714,0.267801,0.379366,0.988532,0.391022,0.353068,0.127501,0.033614,0.005096,0.002514,?
166,'2018/01/18 19:42:01:545',1,0.061801,0.155299,0.067773,0.045062,0.032115,0.016509,0.011604,0.009992,0.021569,0.021654,0.07176,0.086197,0.293455,0.279618,0.361362,0.374933,0.275181,0.297023,0.747381,0.354375,0.412834,0.113833,0.035369,0.004023,0.00207,?
167,'2018/01/18 19:42:01:557',1,0.047656,0.19422,0.042348,0.039207,0.0253,0.019936,0.011189,0.011682,0.023429,0.023209,0.065514,0.072305,0.241208,0.184742,0.26971,0.384923,0.231781,0.297382,0.652885,0.462246,0.361691,0.105214,0.035991,0.00226,0.001179,?
168,'2018/01/18 19:42:01:568',1,0.070814,0.320131,0.091185,0.052861,0.022025,0.01437,0.018565,0.012021,0.015265,0.023551,0.052586,0.069269,0.152095,0.114151,0.213661,0.474175,0.201579,0.282532,0.589398,0.419439,0.350845,0.100678,0.031019,0.00131,0.000621,?
169,'2018/01/18 19:42:01:580',1,0.078536,0.462577,0.127615,0.063876,0.019623,0.01943,0.024968,0.014569,0.011984,0.015108,0.035032,0.042937,0.223522,0.126753,0.19795,0.456977,0.274938,0.267196,0.609735,0.35986,0.353422,0.10374,0.030437,0.000853,0.00036,?
170,'2018/01/18 19:42:01:592',1,0.066708,0.31936,0.109955,0.051177,0.026692,0.01479,0.014985,0.015162,0.015491,0.014621,0.034552,0.044803,0.411111,0.140983,0.224299,0.457651,0.225438,0.320519,0.59452,0.325958,0.258699,0.083997,0.028973,0.000765,0.000239,?
171,'2018/01/18 19:42:01:603',1,0.06165,0.226753,0.127476,0.039239,0.030242,0.014,0.016636,0.012697,0.027316,0.025474,0.040803,0.060851,0.410913,0.23365,0.24272,0.331047,0.199932,0.343681,0.723726,0.3026,0.244444,0.098384,0.028246,0.0008,0.000172,?
